id,name,rubys,imageURL,affiliateURL,bust,cup,waist,hip,height,birthday,blood_type,hobby,prefectures
1057013,中山ふみか,なかやまふみか,http://pics.dmm.co.jp/mono/actjpgs/nakayama_humika.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1057013%2F&af_id=avzeus-999&ch=api,93,H,60,87,150,1997-09-05,NoData,読書、歌うこと、速読,NoData
1076563,水端あさみ,みずはたあさみ,http://pics.dmm.co.jp/mono/actjpgs/mizuhata_asami.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1076563%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1035047,かなで自由,かなでみゆ,http://pics.dmm.co.jp/mono/actjpgs/kanade_miyu.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1035047%2F&af_id=avzeus-999&ch=api,87,G,61,92,156,NoData,NoData,NoData,NoData
1001269,緒川凛,おがわりん,http://pics.dmm.co.jp/mono/actjpgs/ogawa_rin.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1001269%2F&af_id=avzeus-999&ch=api,95,J,57,87,160,1985-02-08,NoData,サッカー、フットサル,埼玉県
1071155,楓ふうあ,かえでふうあ,http://pics.dmm.co.jp/mono/actjpgs/kaede_huua.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1071155%2F&af_id=avzeus-999&ch=api,93,F,59,88,170,NoData,NoData,NoData,NoData
1078335,粒楽あむ,つぶらあむ,http://pics.dmm.co.jp/mono/actjpgs/tubura_amu.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1078335%2F&af_id=avzeus-999&ch=api,84,D,59,87,155,2002-02-14,O,お菓子作り、ゲーム、英会話,神奈川県
16322,翔田千里,しょうだちさと,http://pics.dmm.co.jp/mono/actjpgs/syouda_tisato.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D16322%2F&af_id=avzeus-999&ch=api,86,D,63,90,163,1968-04-11,NoData,NoData,東京都
1074353,穂花あいり,ほのかあいり,http://pics.dmm.co.jp/mono/actjpgs/honoka_airi.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1074353%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1057014,水森翠,みずもりすい,http://pics.dmm.co.jp/mono/actjpgs/mizumori_sui.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1057014%2F&af_id=avzeus-999&ch=api,85,C,51,89,178,NoData,NoData,NoData,NoData
1077865,波島ほの花,なみじまほのか,http://pics.dmm.co.jp/mono/actjpgs/namizima_honoka.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1077865%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1077526,小宮山奈南,こみやまなな,http://pics.dmm.co.jp/mono/actjpgs/komiyama_nana.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1077526%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1041476,黒川さりな,くろかわさりな,http://pics.dmm.co.jp/mono/actjpgs/kurokawa_sarina.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1041476%2F&af_id=avzeus-999&ch=api,88,H,56,85,160,1996-12-12,NoData,水泳、Netflixを見ること,NoData
1069702,天馬ゆい,てんまゆい,http://pics.dmm.co.jp/mono/actjpgs/tenma_yui.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1069702%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1013499,春原未来,すのはらみき,http://pics.dmm.co.jp/mono/actjpgs/sunohara_miki.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1013499%2F&af_id=avzeus-999&ch=api,88,D,63,88,163,1991-11-23,NoData,料理、ピアノ,NoData
1051968,美谷雪絵,みたにゆきえ,http://pics.dmm.co.jp/mono/actjpgs/mitani_yukie.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1051968%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1020253,西川ゆい,にしかわゆい,http://pics.dmm.co.jp/mono/actjpgs/nisikawa_yui.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1020253%2F&af_id=avzeus-999&ch=api,88,D,59,86,165,1994-10-10,NoData,NoData,福井県
1032236,西村ニーナ,にしむらにーな,http://pics.dmm.co.jp/mono/actjpgs/nisimura_niina.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1032236%2F&af_id=avzeus-999&ch=api,106,J,65,100,155,NoData,NoData,NoData,NoData
1074533,上白美央,かみしろみお,http://pics.dmm.co.jp/mono/actjpgs/kamisiro_mio.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1074533%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1074350,伊織羽音,いおりうた,http://pics.dmm.co.jp/mono/actjpgs/iori_uta.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1074350%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1046569,美保結衣,みほゆい,http://pics.dmm.co.jp/mono/actjpgs/miho_yui2.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1046569%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1077524,星乃さくら,ほしのさくら,http://pics.dmm.co.jp/mono/actjpgs/hosino_sakura3.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1077524%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1076340,浜辺栞帆,はまべかほ,http://pics.dmm.co.jp/mono/actjpgs/hamabe_kaho.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1076340%2F&af_id=avzeus-999&ch=api,87,G,60,87,156,NoData,NoData,読書、水泳,NoData
1033871,宮沢ゆかり,みやざわゆかり,http://pics.dmm.co.jp/mono/actjpgs/miyazawa_yukari.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1033871%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1072203,夏川うみ,なつかわうみ,http://pics.dmm.co.jp/mono/actjpgs/natukawa_umi.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1072203%2F&af_id=avzeus-999&ch=api,86,F,60,89,150,NoData,NoData,NoData,NoData
25095,SAORI,さおり,http://pics.dmm.co.jp/mono/actjpgs/saori.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D25095%2F&af_id=avzeus-999&ch=api,NoData,NoData,56,84,158,1986-02-18,A,ショッピング、料理、ピアノ,東京都
1031241,若菜奈央,わかななお,http://pics.dmm.co.jp/mono/actjpgs/wakana_nao.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1031241%2F&af_id=avzeus-999&ch=api,88,NoData,59,88,171,NoData,NoData,ヨガ、水泳、ピアノ,東京都
9537,穂花,ほのか,http://pics.dmm.co.jp/mono/actjpgs/honoka.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D9537%2F&af_id=avzeus-999&ch=api,85,F,56,85,160,1983-06-20,A,ショッピング、散歩 、ピアノ、テニス,鹿児島県
1075361,鈴音りん,すずねりん,http://pics.dmm.co.jp/mono/actjpgs/suzune_rin2.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1075361%2F&af_id=avzeus-999&ch=api,80,D,60,89,160,2001-05-30,NoData,食べること、筋トレ、ソフトボール,兵庫県
1073978,愛宝すず,あかねすず,http://pics.dmm.co.jp/mono/actjpgs/akane_suzu.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1073978%2F&af_id=avzeus-999&ch=api,91,G,62,90,NoData,NoData,NoData,NoData,NoData
1075159,一乃あおい,いちのあおい,http://pics.dmm.co.jp/mono/actjpgs/itino_aoi.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1075159%2F&af_id=avzeus-999&ch=api,93,G,59,90,165,1989-09-16,NoData,ドライブ、読書、映画鑑賞、カフェ,京都府
1064982,八掛うみ,やつがけうみ,http://pics.dmm.co.jp/mono/actjpgs/yatugake_umi.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1064982%2F&af_id=avzeus-999&ch=api,80,NoData,57,85,160,2000-09-02,A,料理/フルート,東京都
1041095,吉高寧々,よしたかねね,http://pics.dmm.co.jp/mono/actjpgs/yositaka_nene.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1041095%2F&af_id=avzeus-999&ch=api,84,C,56,85,155,1995-12-01,NoData,NoData,兵庫県
1070719,長嶋沙央梨,ながしまさおり,http://pics.dmm.co.jp/mono/actjpgs/nagasima_saori.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1070719%2F&af_id=avzeus-999&ch=api,79,C,61,84,160,NoData,NoData,NoData,NoData
1033410,斉藤みゆ,さいとうみゆ,http://pics.dmm.co.jp/mono/actjpgs/saitou_miyu.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1033410%2F&af_id=avzeus-999&ch=api,90,F,61,88,158,1994-03-22,NoData,NoData,NoData
1042825,坂咲みほ,さかざきみほ,http://pics.dmm.co.jp/mono/actjpgs/sakazaki_miho.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1042825%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1032761,桃園怜奈,ももぞのれな,http://pics.dmm.co.jp/mono/actjpgs/momozono_rena.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1032761%2F&af_id=avzeus-999&ch=api,86,H,59,93,154,1996-07-27,NoData,バスケ、バレー,兵庫県
1075158,東雲みれい,しののめみれい,http://pics.dmm.co.jp/mono/actjpgs/sinonome_mirei.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1075158%2F&af_id=avzeus-999&ch=api,85,G,53,86,NoData,NoData,NoData,NoData,NoData
1060677,小野六花,おのりっか,http://pics.dmm.co.jp/mono/actjpgs/ono_rikka.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1060677%2F&af_id=avzeus-999&ch=api,84,C,58,86,148,2002-02-14,NoData,NoData,NoData
1003300,小向美奈子,こむかいみなこ,http://pics.dmm.co.jp/mono/actjpgs/komukai_minako.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1003300%2F&af_id=avzeus-999&ch=api,85,K,58,83,NoData,1985-05-27,NoData,Sex＆Drink＆Rock’nRoll、調教,NoData
1076426,牧野みおな,まきのみおな,http://pics.dmm.co.jp/mono/actjpgs/makino_miona.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1076426%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1041321,水川かえで,みずかわかえで,http://pics.dmm.co.jp/mono/actjpgs/mizukawa_kaede.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1041321%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1056220,天川そら,あまかわそら,http://pics.dmm.co.jp/mono/actjpgs/amakawa_sora.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1056220%2F&af_id=avzeus-999&ch=api,86,NoData,56,84,164,NoData,NoData,ショッピング、料理、身体が柔らかい,東京都
1076338,上羽絢,うえはあや,http://pics.dmm.co.jp/mono/actjpgs/ueha_aya.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1076338%2F&af_id=avzeus-999&ch=api,100,J,55,85,160,NoData,NoData,NoData,NoData
1066112,叶愛,かのうあい,http://pics.dmm.co.jp/mono/actjpgs/kanou_ai3.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1066112%2F&af_id=avzeus-999&ch=api,96,K,58,83,150,NoData,NoData,NoData,NoData
1032407,早川伊織,はやかわいおり,http://pics.dmm.co.jp/mono/actjpgs/hayakawa_iori.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1032407%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1020495,逢田みなみ,あいだみなみ,http://pics.dmm.co.jp/mono/actjpgs/aida_minami.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1020495%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1077618,綿貫こよみ,わたぬきこよみ,http://pics.dmm.co.jp/mono/actjpgs/watanuki_koyomi.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1077618%2F&af_id=avzeus-999&ch=api,94,G,57,87,162,NoData,NoData,マンガ、積分、CAD,三重県
1063673,佐田茉莉子,さたまりこ,http://pics.dmm.co.jp/mono/actjpgs/sata_mariko.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1063673%2F&af_id=avzeus-999&ch=api,85,F,58,88,NoData,NoData,NoData,NoData,NoData
1078105,星乃夏月,ほしのなつき,http://pics.dmm.co.jp/mono/actjpgs/hosino_natuki.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1078105%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1077525,羽生みずき,はにゅうみずき,http://pics.dmm.co.jp/mono/actjpgs/hanyuu_mizuki.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1077525%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1072356,美波もも,みなみもも,http://pics.dmm.co.jp/mono/actjpgs/minami_momo.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1072356%2F&af_id=avzeus-999&ch=api,96,I,62,90,155,NoData,NoData,サラダのお店巡り、料理,NoData
1055001,浅井心晴,あさいこはる,http://pics.dmm.co.jp/mono/actjpgs/asai_koharu.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1055001%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1078740,篠宮花音,しのみやかのん,http://pics.dmm.co.jp/mono/actjpgs/sinomiya_kanon.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1078740%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1050830,高美はるか,たかみはるか,http://pics.dmm.co.jp/mono/actjpgs/takami_haruka.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1050830%2F&af_id=avzeus-999&ch=api,88,F,60,90,158,1998-08-08,NoData,語学,NoData
1046879,原さくら,はらさくら,http://pics.dmm.co.jp/mono/actjpgs/hara_sakura.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1046879%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1076946,雪城れん,ゆきしろれん,http://pics.dmm.co.jp/mono/actjpgs/yukisiro_ren.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1076946%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1069697,MINAMO,みなも,http://pics.dmm.co.jp/mono/actjpgs/minamo.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1069697%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1017715,きみと歩実,きみとあゆみ,http://pics.dmm.co.jp/mono/actjpgs/kimino_ayumi.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1017715%2F&af_id=avzeus-999&ch=api,80,D,58,82,149,1994-03-07,A,新体操、バトントワリング、ダンス、料理,千葉県
1077520,九十九メイ,つくもめい,http://pics.dmm.co.jp/mono/actjpgs/tukumo_mei.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1077520%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1066472,冨田朝香,とみたあさか,http://pics.dmm.co.jp/mono/actjpgs/tomita_asaka.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1066472%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1039995,みひな （あずみひな、永井みひな）,みひな（あずみひな、ながいみひな）,http://pics.dmm.co.jp/mono/actjpgs/nagai_mihina.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1039995%2F&af_id=avzeus-999&ch=api,83,D,60,88,NoData,NoData,NoData,アイドル鑑賞,NoData
1076787,楠木花菜,くすのきはな,http://pics.dmm.co.jp/mono/actjpgs/kusunoki_hana.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1076787%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
15365,麻美ゆま,あさみゆま,http://pics.dmm.co.jp/mono/actjpgs/asami_yuma.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D15365%2F&af_id=avzeus-999&ch=api,96,H,58,88,158,1987-03-24,AB,香水集め、英会話、ピアノ,東京都
1032821,平岡里枝子,ひらおかりえこ,http://pics.dmm.co.jp/mono/actjpgs/hiraoka_rieko.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1032821%2F&af_id=avzeus-999&ch=api,87,C,60,86,154,NoData,NoData,NoData,NoData
1068871,小松杏,こまつあん,http://pics.dmm.co.jp/mono/actjpgs/komatu_an.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1068871%2F&af_id=avzeus-999&ch=api,80,C,57,90,168,NoData,NoData,NoData,NoData
1068676,夢見るぅ,ゆめみるぅ,http://pics.dmm.co.jp/mono/actjpgs/yumemi_ruu.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1068676%2F&af_id=avzeus-999&ch=api,100,I,60,85,148,NoData,NoData,NoData,NoData
1078558,庵ひめか,いおりひめか,http://pics.dmm.co.jp/mono/actjpgs/iori_himeka.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1078558%2F&af_id=avzeus-999&ch=api,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
1065378,月島さくら,つきしまさくら,http://pics.dmm.co.jp/mono/actjpgs/tukisima_sakura.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D1065378%2F&af_id=avzeus-999&ch=api,92,H,58,88,153,NoData,NoData,NoData,NoData
20349,小坂めぐる,こさかめぐる,http://pics.dmm.co.jp/mono/actjpgs/kosaka_meguru.jpg,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3D%2Farticle%3Dactress%2Fid%3D20349%2F&af_id=avzeus-999&ch=api,90,G,60,86,156,1986-08-08,NoData,散歩、バドミントン,東京都
